ts_utc,open,high,low,close,bias_str,bias_code
2024-01-02T00:00:00+00:00,17029.75,17030.75,17027.5,17028.0,Neutral,0
2024-01-02T00:01:00+00:00,17028.5,17030.25,17027.75,17028.0,Neutral,0
2024-01-02T00:02:00+00:00,17028.0,17028.5,17028.0,17028.25,Neutral,0
2024-01-02T00:03:00+00:00,17028.0,17029.75,17028.0,17029.25,Bullish,1
2024-01-02T00:04:00+00:00,17029.5,17029.5,17029.25,17029.5,Bullish,1
2024-01-02T00:05:00+00:00,17029.25,17029.75,17028.25,17028.25,Bearish,-1
2024-01-02T00:06:00+00:00,17028.25,17028.5,17027.25,17028.0,Bearish,-1
2024-01-02T00:07:00+00:00,17028.0,17029.0,17027.75,17028.0,Bearish,-1
2024-01-02T00:08:00+00:00,17028.5,17028.75,17028.0,17028.5,Bearish,-1
2024-01-02T00:09:00+00:00,17028.5,17029.5,17028.25,17029.25,Bullish,1
2024-01-02T00:10:00+00:00,17029.25,17029.5,17028.25,17029.0,Bullish,1
2024-01-02T00:11:00+00:00,17028.75,17028.75,17028.25,17028.5,Bullish,1
2024-01-02T00:12:00+00:00,17028.5,17029.25,17027.25,17027.25,Bearish,-1
2024-01-02T00:13:00+00:00,17027.75,17028.0,17026.75,17027.0,Bearish,-1
2024-01-02T00:14:00+00:00,17027.5,17028.0,17027.25,17027.75,Bearish,-1
2024-01-02T00:15:00+00:00,17027.5,17028.5,17027.0,17027.5,Bearish,-1
2024-01-02T00:16:00+00:00,17027.5,17028.0,17027.25,17027.25,Bearish,-1
2024-01-02T00:17:00+00:00,17027.5,17028.0,17026.75,17026.75,Bearish,-1
2024-01-02T00:18:00+00:00,17027.0,17027.0,17026.5,17026.5,Bearish,-1
2024-01-02T00:19:00+00:00,17026.0,17026.25,17025.25,17025.5,Bearish,-1
2024-01-02T00:20:00+00:00,17025.75,17026.0,17024.5,17025.5,Bearish,-1
2024-01-02T00:21:00+00:00,17025.5,17025.75,17024.5,17024.5,Bearish,-1
2024-01-02T00:22:00+00:00,17025.0,17025.5,17024.25,17024.75,Bearish,-1
2024-01-02T00:23:00+00:00,17025.25,17025.5,17023.75,17024.0,Bearish,-1
2024-01-02T00:24:00+00:00,17024.0,17025.5,17024.0,17025.25,Bearish,-1
2024-01-02T00:25:00+00:00,17025.0,17025.5,17024.75,17024.75,Bearish,-1
2024-01-02T00:26:00+00:00,17025.0,17025.25,17022.5,17022.75,Bearish,-1
2024-01-02T00:27:00+00:00,17022.5,17022.75,17020.75,17021.0,Bearish,-1
2024-01-02T00:28:00+00:00,17021.5,17021.75,17020.25,17020.5,Bearish,-1
2024-01-02T00:29:00+00:00,17020.75,17020.75,17018.5,17019.75,Bearish,-1
2024-01-02T00:30:00+00:00,17020.0,17020.0,17018.75,17019.25,Bearish,-1
2024-01-02T00:31:00+00:00,17019.0,17019.75,17018.5,17019.25,Bearish,-1
2024-01-02T00:32:00+00:00,17019.25,17020.0,17019.25,17019.75,Bearish,-1
2024-01-02T00:33:00+00:00,17019.75,17022.0,17019.5,17021.75,Bullish,1
2024-01-02T00:34:00+00:00,17021.75,17022.75,17021.75,17022.75,Bullish,1
2024-01-02T00:35:00+00:00,17022.75,17024.75,17022.75,17024.75,Bullish,1
2024-01-02T00:36:00+00:00,17024.75,17025.0,17024.25,17024.75,Bullish,1
2024-01-02T00:37:00+00:00,17024.5,17026.25,17024.5,17026.0,Bullish,1
2024-01-02T00:38:00+00:00,17025.75,17027.25,17025.75,17027.0,Bullish,1
2024-01-02T00:39:00+00:00,17026.75,17027.5,17026.25,17026.75,Bullish,1
2024-01-02T00:40:00+00:00,17027.25,17027.25,17027.0,17027.25,Bullish,1
2024-01-02T00:41:00+00:00,17027.0,17027.0,17023.75,17024.0,Bearish,-1
2024-01-02T00:42:00+00:00,17023.75,17024.5,17023.75,17024.5,Bearish,-1
2024-01-02T00:43:00+00:00,17024.75,17025.5,17024.5,17025.25,Bullish,1
2024-01-02T00:44:00+00:00,17025.5,17026.25,17025.0,17026.0,Bullish,1
2024-01-02T00:45:00+00:00,17026.25,17026.75,17024.75,17025.25,Bullish,1
2024-01-02T00:46:00+00:00,17025.5,17026.0,17025.0,17026.0,Bullish,1
2024-01-02T00:47:00+00:00,17026.0,17026.0,17024.5,17024.75,Bearish,-1
2024-01-02T00:48:00+00:00,17024.75,17025.5,17024.75,17025.25,Bearish,-1
2024-01-02T00:49:00+00:00,17024.75,17026.25,17024.75,17026.25,Bullish,1
2024-01-02T00:50:00+00:00,17026.5,17027.25,17026.0,17026.0,Bullish,1
2024-01-02T00:51:00+00:00,17026.25,17027.0,17026.25,17027.0,Bullish,1
2024-01-02T00:52:00+00:00,17027.25,17027.5,17026.5,17026.75,Bullish,1
2024-01-02T00:53:00+00:00,17026.75,17027.25,17026.75,17027.0,Bullish,1
2024-01-02T00:54:00+00:00,17027.25,17027.5,17026.0,17026.0,Bearish,-1
2024-01-02T00:55:00+00:00,17026.25,17026.75,17026.25,17026.75,Bearish,-1
2024-01-02T00:56:00+00:00,17026.5,17027.5,17026.5,17027.0,Bullish,1
2024-01-02T00:57:00+00:00,17027.0,17027.75,17026.25,17026.25,Bearish,-1
2024-01-02T00:58:00+00:00,17026.25,17026.75,17025.75,17026.25,Bearish,-1
2024-01-02T00:59:00+00:00,17236.25,17236.5,17236.25,17236.5,Bullish,1
2024-01-02T01:00:00+00:00,17026.75,17027.75,17026.25,17027.25,Bearish,-1
2024-01-02T01:01:00+00:00,17027.0,17029.5,17026.5,17029.25,Bullish,1
2024-01-02T01:02:00+00:00,17241.5,17241.5,17241.5,17241.5,Bullish,1
2024-01-02T01:03:00+00:00,17031.75,17033.25,17031.5,17032.75,Bearish,-1
2024-01-02T01:04:00+00:00,17032.5,17037.0,17032.5,17035.5,Bullish,1
2024-01-02T01:05:00+00:00,17035.75,17038.5,17035.0,17037.75,Bullish,1
2024-01-02T01:06:00+00:00,17038.0,17038.5,17036.75,17037.25,Bullish,1
2024-01-02T01:07:00+00:00,17037.75,17037.75,17036.0,17036.0,Bearish,-1
2024-01-02T01:08:00+00:00,17243.0,17243.0,17243.0,17243.0,Bullish,1
2024-01-02T01:09:00+00:00,17033.75,17033.75,17032.0,17033.0,Bearish,-1
2024-01-02T01:10:00+00:00,17032.5,17033.5,17031.75,17033.5,Bearish,-1
2024-01-02T01:11:00+00:00,17033.5,17033.5,17031.25,17032.0,Bearish,-1
2024-01-02T01:12:00+00:00,17032.0,17032.25,17031.0,17032.0,Bearish,-1
2024-01-02T01:13:00+00:00,17032.25,17032.25,17029.5,17031.25,Bearish,-1
2024-01-02T01:14:00+00:00,17238.25,17238.25,17238.25,17238.25,Bullish,1
2024-01-02T01:15:00+00:00,17029.5,17033.0,17029.5,17032.75,Bearish,-1
2024-01-02T01:16:00+00:00,17032.5,17034.75,17032.0,17034.75,Bullish,1
2024-01-02T01:17:00+00:00,17034.5,17035.0,17033.5,17035.0,Bullish,1
2024-01-02T01:18:00+00:00,17035.0,17035.5,17033.75,17035.25,Bullish,1
2024-01-02T01:19:00+00:00,17035.25,17035.75,17034.5,17035.5,Bullish,1
2024-01-02T01:20:00+00:00,17035.75,17036.5,17032.75,17032.75,Bearish,-1
2024-01-02T01:21:00+00:00,17032.5,17033.5,17032.0,17032.25,Bearish,-1
2024-01-02T01:22:00+00:00,17032.25,17032.25,17031.75,17031.75,Bearish,-1
2024-01-02T01:23:00+00:00,17031.5,17033.0,17031.5,17032.5,Bullish,1
2024-01-02T01:24:00+00:00,17032.75,17033.75,17032.25,17033.25,Bullish,1
2024-01-02T01:25:00+00:00,17033.75,17034.0,17031.75,17032.0,Bearish,-1
2024-01-02T01:26:00+00:00,17032.0,17032.5,17031.5,17032.5,Bearish,-1
2024-01-02T01:27:00+00:00,17031.75,17032.25,17031.5,17032.0,Bearish,-1
2024-01-02T01:28:00+00:00,17031.75,17031.75,17029.5,17030.0,Bearish,-1
2024-01-02T01:29:00+00:00,17029.75,17029.75,17026.75,17029.25,Bearish,-1
2024-01-02T01:30:00+00:00,17029.0,17031.5,17028.5,17031.25,Bullish,1
2024-01-02T01:31:00+00:00,17031.25,17031.5,17028.75,17029.0,Bullish,1
2024-01-02T01:32:00+00:00,17029.0,17029.75,17029.0,17029.75,Bullish,1
2024-01-02T01:33:00+00:00,17029.25,17029.25,17027.0,17027.5,Bearish,-1
2024-01-02T01:34:00+00:00,17027.5,17028.0,17026.25,17026.5,Bearish,-1
2024-01-02T01:35:00+00:00,17026.5,17026.5,17024.0,17025.0,Bearish,-1
2024-01-02T01:36:00+00:00,17025.25,17026.25,17024.0,17025.5,Bearish,-1
2024-01-02T01:37:00+00:00,17025.0,17026.0,17023.0,17023.25,Bearish,-1
2024-01-02T01:38:00+00:00,17023.25,17023.75,17022.5,17022.75,Bearish,-1
2024-01-02T01:39:00+00:00,17022.75,17022.75,17019.0,17020.25,Bearish,-1
2024-01-02T01:40:00+00:00,17020.25,17020.25,17018.5,17020.0,Bearish,-1
2024-01-02T01:41:00+00:00,17020.0,17020.0,17015.0,17015.25,Bearish,-1
2024-01-02T01:42:00+00:00,17015.25,17016.0,17010.75,17011.25,Bearish,-1
2024-01-02T01:43:00+00:00,17011.5,17013.5,17011.5,17012.75,Bearish,-1
2024-01-02T01:44:00+00:00,17013.0,17015.0,17012.75,17015.0,Bullish,1
2024-01-02T01:45:00+00:00,17015.0,17022.5,17015.0,17018.75,Bullish,1
2024-01-02T01:46:00+00:00,17018.5,17018.5,17016.5,17017.5,Bullish,1
2024-01-02T01:47:00+00:00,17017.25,17018.5,17015.75,17016.25,Bearish,-1
2024-01-02T01:48:00+00:00,17016.25,17016.75,17015.0,17015.75,Bearish,-1
2024-01-02T01:49:00+00:00,17015.25,17015.75,17013.75,17014.0,Bearish,-1
2024-01-02T01:50:00+00:00,17014.5,17016.0,17013.75,17013.75,Bearish,-1
2024-01-02T01:51:00+00:00,17013.75,17018.25,17013.75,17018.25,Bullish,1
2024-01-02T01:52:00+00:00,17018.25,17018.25,17016.0,17016.0,Bullish,1
2024-01-02T01:53:00+00:00,17016.0,17017.25,17015.75,17017.25,Bullish,1
2024-01-02T01:54:00+00:00,17017.0,17017.75,17016.5,17017.25,Bullish,1
2024-01-02T01:55:00+00:00,17017.25,17018.25,17016.5,17017.25,Bullish,1
2024-01-02T01:56:00+00:00,17017.75,17018.0,17015.75,17015.75,Bearish,-1
2024-01-02T01:57:00+00:00,17015.75,17016.0,17014.0,17016.0,Bearish,-1
2024-01-02T01:58:00+00:00,17015.75,17016.75,17015.5,17016.25,Bullish,1
2024-01-02T01:59:00+00:00,17016.0,17016.0,17014.5,17014.5,Bearish,-1
2024-01-02T02:00:00+00:00,17014.5,17016.25,17013.75,17015.75,Bearish,-1
2024-01-02T02:01:00+00:00,17014.75,17016.5,17014.5,17016.5,Bullish,1
2024-01-02T02:02:00+00:00,17016.5,17018.25,17016.5,17017.25,Bullish,1
2024-01-02T02:03:00+00:00,17017.5,17018.5,17015.75,17016.5,Bullish,1
2024-01-02T02:04:00+00:00,17016.25,17018.5,17016.25,17018.0,Bullish,1
2024-01-02T02:05:00+00:00,17018.0,17019.0,17017.75,17018.5,Bullish,1
2024-01-02T02:06:00+00:00,17018.25,17018.25,17016.75,17017.25,Bearish,-1
2024-01-02T02:07:00+00:00,17017.25,17018.5,17016.75,17018.0,Bearish,-1
2024-01-02T02:08:00+00:00,17017.75,17017.75,17016.5,17017.25,Bearish,-1
2024-01-02T02:09:00+00:00,17017.25,17018.5,17017.25,17018.0,Bullish,1
2024-01-02T02:10:00+00:00,17018.0,17019.0,17018.0,17018.75,Bullish,1
2024-01-02T02:11:00+00:00,17018.5,17018.5,17016.5,17017.25,Bearish,-1
2024-01-02T02:12:00+00:00,17017.25,17017.5,17016.25,17017.25,Bearish,-1
2024-01-02T02:13:00+00:00,17017.0,17017.5,17016.75,17016.75,Bearish,-1
2024-01-02T02:14:00+00:00,17016.75,17017.5,17016.5,17017.0,Bearish,-1
2024-01-02T02:15:00+00:00,17223.75,17223.75,17223.75,17223.75,Bullish,1
2024-01-02T02:16:00+00:00,17015.5,17016.75,17015.25,17015.75,Bearish,-1
2024-01-02T02:17:00+00:00,17015.75,17016.25,17015.5,17016.25,Bearish,-1
2024-01-02T02:18:00+00:00,17224.0,17224.0,17224.0,17224.0,Bullish,1
2024-01-02T02:19:00+00:00,17014.0,17014.0,17012.5,17013.25,Bearish,-1
2024-01-02T02:20:00+00:00,17013.25,17013.5,17012.5,17013.5,Bearish,-1
2024-01-02T02:21:00+00:00,17013.75,17015.0,17013.5,17015.0,Bullish,1
2024-01-02T02:22:00+00:00,17014.75,17016.0,17014.5,17015.5,Bullish,1
2024-01-02T02:23:00+00:00,17015.5,17015.5,17012.25,17012.25,Bearish,-1
2024-01-02T02:24:00+00:00,17012.5,17014.25,17011.75,17014.0,Bearish,-1
2024-01-02T02:25:00+00:00,17013.75,17014.25,17013.25,17013.25,Bearish,-1
2024-01-02T02:26:00+00:00,17013.5,17014.75,17013.5,17014.25,Bearish,-1
2024-01-02T02:27:00+00:00,17014.5,17014.75,17013.25,17013.5,Bearish,-1
2024-01-02T02:28:00+00:00,17013.75,17014.5,17011.75,17011.75,Bearish,-1
2024-01-02T02:29:00+00:00,17011.75,17013.25,17010.0,17011.5,Bearish,-1
2024-01-02T02:30:00+00:00,17219.25,17219.25,17219.25,17219.25,Bullish,1
2024-01-02T02:31:00+00:00,17009.75,17012.25,17008.5,17012.25,Bearish,-1
2024-01-02T02:32:00+00:00,17012.75,17012.75,17012.0,17012.25,Bearish,-1
2024-01-02T02:33:00+00:00,17012.25,17013.5,17011.25,17011.5,Bearish,-1
2024-01-02T02:34:00+00:00,17012.0,17012.0,17010.75,17011.5,Bearish,-1
2024-01-02T02:35:00+00:00,17012.0,17013.0,17011.25,17012.25,Bullish,1
2024-01-02T02:36:00+00:00,17012.25,17012.75,17011.5,17011.75,Bullish,1
2024-01-02T02:37:00+00:00,17011.25,17011.75,17010.25,17010.75,Bearish,-1
2024-01-02T02:38:00+00:00,17010.5,17010.5,17007.25,17007.5,Bearish,-1
2024-01-02T02:39:00+00:00,17007.0,17010.75,17006.5,17010.75,Bullish,1
2024-01-02T02:40:00+00:00,17010.25,17011.25,17009.75,17009.75,Bullish,1
2024-01-02T02:41:00+00:00,17216.5,17216.5,17216.5,17216.5,Bullish,1
2024-01-02T02:42:00+00:00,17010.0,17011.5,17010.0,17010.0,Bearish,-1
2024-01-02T02:43:00+00:00,17010.0,17012.5,17010.0,17011.5,Bearish,-1
2024-01-02T02:44:00+00:00,17011.75,17012.0,17011.0,17011.0,Bearish,-1
2024-01-02T02:45:00+00:00,17011.25,17011.25,17009.75,17010.25,Bearish,-1
2024-01-02T02:46:00+00:00,17010.25,17011.5,17010.0,17010.5,Bearish,-1
2024-01-02T02:47:00+00:00,17010.5,17011.5,17010.5,17011.0,Bearish,-1
2024-01-02T02:48:00+00:00,17011.0,17011.0,17010.0,17010.5,Bearish,-1
2024-01-02T02:49:00+00:00,17011.0,17011.0,17009.75,17010.25,Bearish,-1
2024-01-02T02:50:00+00:00,17010.0,17010.75,17009.75,17009.75,Bearish,-1
2024-01-02T02:51:00+00:00,17010.0,17010.25,17006.25,17006.75,Bearish,-1
2024-01-02T02:52:00+00:00,17213.0,17213.0,17213.0,17213.0,Bullish,1
2024-01-02T02:53:00+00:00,17004.0,17004.0,17001.0,17002.0,Bearish,-1
2024-01-02T02:54:00+00:00,17001.75,17004.0,17001.5,17003.25,Bearish,-1
2024-01-02T02:55:00+00:00,17003.5,17005.0,17003.5,17003.75,Bearish,-1
2024-01-02T02:56:00+00:00,17005.25,17006.25,17005.0,17006.0,Bullish,1
2024-01-02T02:57:00+00:00,17006.0,17007.5,17006.0,17007.25,Bullish,1
2024-01-02T02:58:00+00:00,17007.25,17007.75,17006.75,17007.0,Bullish,1
2024-01-02T02:59:00+00:00,17007.25,17008.75,17007.25,17008.25,Bullish,1
2024-01-02T03:00:00+00:00,17008.25,17009.5,17008.25,17009.25,Bullish,1
2024-01-02T03:01:00+00:00,17009.5,17009.75,17008.75,17009.5,Bullish,1
2024-01-02T03:02:00+00:00,17009.25,17010.5,17008.25,17010.5,Bullish,1
2024-01-02T03:03:00+00:00,17010.0,17010.0,17008.5,17008.5,Bullish,1
2024-01-02T03:04:00+00:00,17009.5,17009.75,17008.25,17008.5,Bullish,1
2024-01-02T03:05:00+00:00,17008.5,17009.0,17008.5,17008.75,Bullish,1
2024-01-02T03:06:00+00:00,17008.75,17009.75,17008.75,17009.0,Bullish,1
2024-01-02T03:07:00+00:00,17008.5,17009.5,17008.5,17009.5,Bullish,1
2024-01-02T03:08:00+00:00,17009.25,17010.0,17009.0,17009.5,Bullish,1
2024-01-02T03:09:00+00:00,17009.75,17011.25,17009.75,17010.75,Bullish,1
2024-01-02T03:10:00+00:00,17010.5,17011.75,17010.5,17011.5,Bullish,1
2024-01-02T03:11:00+00:00,17011.25,17013.0,17011.25,17011.5,Bullish,1
2024-01-02T03:12:00+00:00,17011.75,17012.5,17011.25,17011.75,Bullish,1
2024-01-02T03:13:00+00:00,17011.5,17012.5,17011.25,17012.0,Bullish,1
2024-01-02T03:14:00+00:00,17012.25,17012.25,17010.75,17011.5,Bullish,1
2024-01-02T03:15:00+00:00,17218.25,17218.25,17218.25,17218.25,Bullish,1
2024-01-02T03:16:00+00:00,17011.75,17011.75,17011.0,17011.0,Bearish,-1
2024-01-02T03:17:00+00:00,17011.0,17011.25,17010.25,17010.25,Bearish,-1
2024-01-02T03:18:00+00:00,17010.25,17010.25,17007.5,17008.5,Bearish,-1
2024-01-02T03:19:00+00:00,17216.5,17216.5,17216.5,17216.5,Bullish,1
2024-01-02T03:20:00+00:00,17007.0,17007.0,17006.25,17007.0,Bearish,-1
2024-01-02T03:21:00+00:00,17215.5,17215.5,17215.5,17215.5,Bullish,1
2024-01-02T03:22:00+00:00,17007.0,17007.0,17006.0,17006.25,Bearish,-1
2024-01-02T03:23:00+00:00,17006.0,17006.75,17004.75,17005.5,Bearish,-1
2024-01-02T03:24:00+00:00,17005.5,17005.75,17005.25,17005.5,Bearish,-1
2024-01-02T03:25:00+00:00,17005.5,17005.5,17004.5,17005.25,Bearish,-1
2024-01-02T03:26:00+00:00,17005.5,17007.25,17005.5,17007.0,Bullish,1
2024-01-02T03:27:00+00:00,17006.5,17007.5,17006.25,17007.5,Bullish,1
2024-01-02T03:28:00+00:00,17007.75,17007.75,17007.75,17007.75,Bullish,1
2024-01-02T03:29:00+00:00,17007.75,17010.0,17007.75,17009.0,Bullish,1
2024-01-02T03:30:00+00:00,17009.25,17010.25,17008.75,17008.75,Bullish,1
2024-01-02T03:31:00+00:00,17009.25,17009.75,17007.75,17008.5,Bearish,-1
2024-01-02T03:32:00+00:00,17008.5,17008.75,17008.25,17008.75,Bearish,-1
2024-01-02T03:33:00+00:00,17008.5,17009.0,17008.5,17009.0,Bullish,1
2024-01-02T03:34:00+00:00,17009.0,17009.0,17008.0,17008.0,Bearish,-1
2024-01-02T03:35:00+00:00,17008.0,17008.25,17007.25,17007.25,Bearish,-1
2024-01-02T03:36:00+00:00,17215.5,17215.5,17215.5,17215.5,Bullish,1
2024-01-02T03:37:00+00:00,17005.75,17006.0,17004.5,17005.0,Bearish,-1
2024-01-02T03:38:00+00:00,17004.5,17005.25,17003.5,17003.75,Bearish,-1
2024-01-02T03:39:00+00:00,17003.25,17006.25,17003.0,17005.25,Bullish,1
2024-01-02T03:40:00+00:00,17005.75,17006.0,17005.25,17005.75,Bullish,1
2024-01-02T03:41:00+00:00,17006.0,17006.0,17005.25,17005.25,Bullish,1
2024-01-02T03:42:00+00:00,17005.25,17006.0,17005.0,17006.0,Bullish,1
2024-01-02T03:43:00+00:00,17005.25,17007.0,17005.25,17006.5,Bullish,1
2024-01-02T03:44:00+00:00,17006.5,17008.0,17006.25,17007.75,Bullish,1
2024-01-02T03:45:00+00:00,17007.75,17009.75,17007.25,17009.5,Bullish,1
2024-01-02T03:46:00+00:00,207.45,207.45,207.45,207.45,Bearish,-1
2024-01-02T03:47:00+00:00,17008.5,17009.25,17008.25,17008.25,Bullish,1
2024-01-02T03:48:00+00:00,17008.75,17008.75,17007.75,17007.75,Bearish,-1
2024-01-02T03:49:00+00:00,17007.75,17008.0,17007.0,17007.25,Bearish,-1
2024-01-02T03:50:00+00:00,17007.0,17007.5,17005.0,17005.0,Bearish,-1
2024-01-02T03:51:00+00:00,17005.25,17005.75,17004.25,17004.25,Bearish,-1
2024-01-02T03:52:00+00:00,17004.0,17004.25,17002.5,17003.25,Bearish,-1
2024-01-02T03:53:00+00:00,17003.5,17003.75,17002.25,17003.0,Bearish,-1
2024-01-02T03:54:00+00:00,17003.0,17004.75,17002.5,17003.75,Bearish,-1
2024-01-02T03:55:00+00:00,17003.75,17005.25,17003.75,17005.25,Bullish,1
2024-01-02T03:56:00+00:00,17005.5,17005.75,17005.0,17005.25,Bullish,1
2024-01-02T03:57:00+00:00,17005.0,17005.75,17005.0,17005.75,Bullish,1
2024-01-02T03:58:00+00:00,17006.0,17007.75,17006.0,17006.75,Bullish,1
2024-01-02T03:59:00+00:00,17006.75,17007.5,17006.75,17007.0,Bullish,1
2024-01-02T04:00:00+00:00,17007.0,17007.0,17005.25,17005.25,Bearish,-1
2024-01-02T04:01:00+00:00,17005.0,17005.25,17004.25,17004.25,Bearish,-1
2024-01-02T04:02:00+00:00,17004.0,17005.5,17003.25,17004.75,Bearish,-1
2024-01-02T04:03:00+00:00,17004.75,17005.0,17004.75,17005.0,Bearish,-1
2024-01-02T04:04:00+00:00,17004.75,17004.75,17003.75,17004.0,Bearish,-1
2024-01-02T04:05:00+00:00,17004.25,17004.5,17004.0,17004.5,Bearish,-1
2024-01-02T04:06:00+00:00,17004.25,17005.0,17004.25,17004.25,Bearish,-1
2024-01-02T04:07:00+00:00,17004.75,17005.0,17004.5,17004.75,Bearish,-1
2024-01-02T04:08:00+00:00,17005.0,17005.75,17004.75,17004.75,Bearish,-1
2024-01-02T04:09:00+00:00,17004.75,17005.5,17004.75,17005.25,Bullish,1
2024-01-02T04:10:00+00:00,17005.5,17005.75,17004.75,17005.25,Bullish,1
2024-01-02T04:11:00+00:00,17005.5,17005.5,17004.75,17005.5,Bullish,1
2024-01-02T04:12:00+00:00,17005.75,17008.0,17005.25,17008.0,Bullish,1
2024-01-02T04:13:00+00:00,17007.75,17007.75,17007.25,17007.5,Bullish,1
2024-01-02T04:14:00+00:00,17007.5,17008.0,17007.25,17008.0,Bullish,1
2024-01-02T04:15:00+00:00,17008.25,17008.5,17008.0,17008.25,Bullish,1
2024-01-02T04:16:00+00:00,17008.25,17008.5,17007.25,17007.5,Bearish,-1
2024-01-02T04:17:00+00:00,17007.75,17007.75,17007.5,17007.5,Bearish,-1
2024-01-02T04:18:00+00:00,17008.0,17008.0,17007.5,17007.75,Bearish,-1
2024-01-02T04:19:00+00:00,17008.0,17008.0,17007.0,17007.25,Bearish,-1
2024-01-02T04:20:00+00:00,17007.5,17007.5,17006.25,17007.0,Bearish,-1
2024-01-02T04:21:00+00:00,17007.25,17007.5,17006.25,17006.5,Bearish,-1
2024-01-02T04:22:00+00:00,17006.75,17006.75,17005.5,17006.0,Bearish,-1
2024-01-02T04:23:00+00:00,17006.5,17007.5,17006.25,17007.25,Bullish,1
2024-01-02T04:24:00+00:00,17007.0,17007.5,17007.0,17007.5,Bullish,1
2024-01-02T04:25:00+00:00,17007.5,17008.5,17007.5,17008.25,Bullish,1
2024-01-02T04:26:00+00:00,17008.0,17008.0,17007.25,17007.75,Bullish,1
2024-01-02T04:27:00+00:00,17007.75,17007.75,17007.25,17007.5,Bearish,-1
2024-01-02T04:28:00+00:00,17007.25,17007.75,17007.0,17007.25,Bearish,-1
2024-01-02T04:29:00+00:00,17007.25,17007.75,17007.25,17007.75,Bearish,-1
2024-01-02T04:30:00+00:00,17008.0,17008.5,17007.75,17008.25,Bullish,1
2024-01-02T04:31:00+00:00,17008.0,17008.25,17007.0,17007.25,Bearish,-1
2024-01-02T04:32:00+00:00,17007.5,17008.75,17007.5,17008.5,Bullish,1
2024-01-02T04:33:00+00:00,17008.75,17008.75,17008.75,17008.75,Bullish,1
